Name,X10_Chronic_KO_1_RNA,X11_Chronic_KO_2_RNA,X12_Chronic_KO_3_RNA,X1_Acute_Control_1_RNA,X2_Acute_Control_2_RNA,X3_Acute_Control_3_RNA,X4_Acute_KO_1_RNA,X5_Acute_KO_2_RNA,X6_Acute_KO_3_RNA,X7_Chronic_Control_1_RNA,X8_Chronic_Control_2_RNA,X9_Chronic_Control_3_RNA
ENSMUSG00000039431,-1.40263,-0.85979,-1.00276,-0.13546,-1.20242,-0.59434,-0.08663,-1.32015,-1.29989,-2.00645,-1.77799,-1.64789
ENSMUSG00000028999, 3.53442, 3.53523, 3.17854, 3.36330, 3.59525, 3.54892, 3.59206, 3.60039, 3.23302, 3.19428, 3.45246, 3.31370
ENSMUSG00000089715, 6.03865, 6.08729, 5.73530, 4.87870, 4.80758, 4.95996, 5.80114, 6.54308, 6.47482, 5.41946, 5.19111, 5.60953
ENSMUSG00000030282, 6.50726, 6.53810, 6.73819, 7.17934, 7.15803, 7.41169, 6.94002, 6.49309, 6.94817, 6.63551, 6.61380, 6.59084
ENSMUSG00000116825,-1.54710,-1.39961,-0.72266,-1.25032,-1.65350,-1.96982,-1.92028,-1.80745,-1.55031,-1.90694,-1.12012,-1.09005
ENSMUSG00000042632, 3.93367, 4.02277, 3.72318, 4.13945, 4.14458, 4.05360, 3.39498, 4.05697, 4.11973, 4.42425, 4.31903, 4.67766
ENSMUSG00000039005, 0.01285, 0.42463, 0.04785, 0.53895, 0.82214, 1.23783,-0.06323,-0.09508, 0.21566, 1.39533, 1.60891, 0.74402
ENSMUSG00000050914, 5.54505, 5.74820, 7.75162, 4.33728, 4.79724, 5.30698, 5.25162, 6.02943, 6.68422, 5.07459, 5.04693, 7.04175
ENSMUSG00000120325,-0.50922,-0.77243,-2.48813,-1.66498,-2.09219,-2.29051,-1.83855,-1.46503,-1.02195,-0.25947,-0.36601,-1.80777
ENSMUSG00000096732, 1.72138, 1.59006,-0.48820, 6.13872, 6.33825, 6.06528, 4.72050, 4.11547, 3.32596, 6.82563, 6.84120, 5.27294
ENSMUSG00000030138, 5.57481, 5.44292, 5.37782, 5.66692, 5.68061, 5.80137, 5.54598, 5.31799, 5.39083, 5.24248, 5.31458, 5.01664
ENSMUSG00000029410,-1.98795,-1.53687,-2.10964,-2.37450,-3.30506,-2.55231,-2.09908,-2.54880,-3.59852,-2.35428,-3.29243,-1.89488
ENSMUSG00000025371, 3.88523, 3.93627, 3.44724, 4.37549, 4.37644, 4.25925, 4.26795, 3.39794, 3.61725, 3.64528, 3.87729, 3.64431
ENSMUSG00000031590, 5.49750, 5.58771, 5.90453, 5.42274, 5.53936, 5.51177, 5.46128, 6.15482, 5.89786, 5.63911, 5.58714, 5.94709
ENSMUSG00000029920, 3.97062, 3.84942, 3.50046, 4.15654, 4.26953, 4.21645, 4.07846, 3.89756, 3.51750, 3.77830, 3.81390, 3.32820
ENSMUSG00000121868,-0.33514,-0.65057,-0.16628,-2.02711,-2.09219,-1.29359,-1.68781,-0.31781, 0.24221, 0.01882,-1.05555,-0.40683
ENSMUSG00000039678, 4.94806, 4.86309, 4.99156, 5.09285, 5.07203, 5.12121, 5.08818, 4.76280, 4.95508, 4.68070, 4.82696, 4.65675
ENSMUSG00000027937, 5.90099, 5.92320, 5.51178, 5.25039, 5.24750, 4.95996, 5.35240, 5.61184, 5.44471, 5.65039, 5.51788, 5.36488
ENSMUSG00000078897, 3.51408, 3.73294, 4.26131, 3.12942, 3.12689, 3.20064, 3.51837, 3.60720, 3.94484, 2.77457, 2.81356, 4.04037
ENSMUSG00000029521, 2.50950, 2.91345, 3.48217, 1.91190, 1.92660, 2.17933, 2.95377, 2.72238, 3.10140, 1.78578, 1.51636, 2.26948
ENSMUSG00000036833, 3.14237, 3.28839, 3.68970, 3.64743, 3.52805, 3.54682, 3.39075, 3.19890, 2.86127, 3.80973, 3.90999, 4.23502
ENSMUSG00000000838, 4.14091, 4.08551, 3.87810, 3.98219, 4.02263, 4.19791, 4.39586, 3.54235, 3.42491, 3.61001, 3.65415, 3.52143
ENSMUSG00000066415, 4.98054, 4.91583, 5.11020, 4.99490, 5.09262, 5.14561, 5.48578, 5.06612, 4.91644, 4.75285, 4.69008, 4.88309
ENSMUSG00000095930,-0.62473,-0.57469,-1.00276,-2.83300,-2.89418,-2.17551,-1.15527,-0.90394,-0.84381,-1.11353,-1.25864,-1.80777
ENSMUSG00000117310, 6.69937, 6.76083, 6.87810, 6.64336, 6.59513, 6.62666, 6.46753, 6.24456, 6.23021, 6.94094, 6.89681, 6.57345
ENSMUSG00000022404, 4.89313, 5.02656, 5.34150, 5.47477, 5.44921, 5.61673, 5.23284, 4.76178, 4.84243, 5.17737, 5.35745, 5.29648
ENSMUSG00000032288, 6.03548, 5.75051, 5.51740, 6.23940, 6.12878, 5.88821, 5.55546, 5.70791, 5.69652, 6.60554, 6.62708, 6.04323
ENSMUSG00000032577, 6.20963, 6.18739, 5.82783, 6.99805, 6.95670, 7.10171, 6.52318, 6.44162, 6.50083, 6.40319, 6.53113, 6.18405
ENSMUSG00000011158, 4.68957, 4.62341, 4.38830, 5.16570, 5.07346, 5.00180, 4.72471, 4.74335, 4.67465, 4.94157, 4.85137, 4.59514
ENSMUSG00000054237, 4.31166, 4.29594, 3.78231, 4.38156, 4.32937, 3.99495, 3.97489, 3.78593, 3.77107, 4.64425, 4.75340, 3.93853
ENSMUSG00000022452, 6.50411, 6.39447, 6.06022, 6.78563, 6.72447, 6.44171, 5.94942, 6.55105, 6.68119, 6.98290, 7.03110, 6.74939
ENSMUSG00000120371,-0.75030,-0.43395,-0.52472,-2.37450,-1.90044,-2.41548,-2.00691,-0.12487, 0.31907,-1.56597,-1.67739,-0.01653
ENSMUSG00000022546, 1.67329, 1.69342, 1.85519, 1.91859, 1.79420, 1.90659, 1.71468, 2.11195, 1.62353, 1.38555, 1.76901, 2.54658
ENSMUSG00000092470,-1.88834,-1.95103,-5.80927,-4.24235,-2.43816,-5.80927,-2.09908,-1.54332,-4.03551,-5.80927,-2.00304,-4.85430
ENSMUSG00000097415, 6.35137, 6.40914, 5.94056, 6.52086, 6.48883, 6.26558, 5.52104, 6.06161, 5.54544, 6.94905, 6.84781, 6.45789
ENSMUSG00000120574,-1.15098,-0.77243,-1.05523,-0.74815,-1.14811,-1.96982,-1.05956,-3.73250,-2.23790,-1.42161,-1.18772,-1.03954
ENSMUSG00000022471, 4.68553, 4.83555, 4.39442, 4.63426, 4.62570, 4.75231, 4.60840, 4.45703, 4.64759, 4.43733, 4.42324, 4.42573
ENSMUSG00000061759, 3.08838, 3.09575, 3.18985, 2.66350, 2.64429, 2.37599, 2.87420, 2.82722, 2.80448, 2.51677, 2.75626, 2.67690
ENSMUSG00000027243, 2.19439, 2.37713, 2.79348, 2.55598, 2.75530, 2.88671, 2.63768, 2.41080, 2.47006, 2.40503, 2.29994, 2.89060
ENSMUSG00000104503,-1.98795,-0.85979,-4.22489,-3.24690,-3.88174,-3.54495,-2.82604,-2.25730,-2.99193,-2.81355,-4.68440,-3.56008
ENSMUSG00000027323, 4.16720, 4.33335, 3.38952, 3.80205, 3.88943, 3.84125, 4.33882, 3.49906, 3.38970, 3.35327, 3.61749, 2.65789
ENSMUSG00000120027,-0.20958,-0.43395,-1.00276, 0.31371,-0.31967,-0.07297,-1.01399, 0.17319,-0.25562,-0.22909, 0.18131,-0.99074
ENSMUSG00000078584, 3.86574, 3.76249, 3.82103, 3.88983, 3.84326, 3.98262, 3.65690, 4.18692, 4.33704, 3.97538, 3.88964, 4.04476
ENSMUSG00000013846, 1.55440, 1.75353, 2.67367, 1.79307, 1.78725, 2.39472, 3.02099, 2.66695, 2.83534, 0.52575, 0.33373, 2.14943
ENSMUSG00000024983, 4.36814, 4.42399, 4.36228, 4.51564, 4.49316, 4.43356, 4.41474, 4.27368, 4.42516, 4.78203, 4.71921, 4.51186
ENSMUSG00000019312,-1.70765,-2.15693,-1.00276,-1.25032,-3.30506,-1.62982,-1.48765,-2.25730,-3.26358,-1.64396,-4.06010,-2.56943
ENSMUSG00000026082, 3.71750, 3.65235, 3.59286, 3.40918, 3.36022, 3.34970, 3.29893, 3.33368, 3.00389, 3.69958, 3.50425, 3.15468
ENSMUSG00000028836,-0.50922,-0.73065,-2.48813,-4.24235,-4.28854,-5.80927,-4.36202,-2.13102,-1.85352,-2.35428,-0.93449,-1.80777
ENSMUSG00000026956, 4.08073, 4.21808, 3.88856, 4.11051, 4.06922, 3.99034, 3.90691, 3.70146, 4.17591, 3.99963, 4.03201, 4.32571
ENSMUSG00000079056,-3.47530,-4.25889,-4.22489,-3.50902,-5.80927,-3.86321,-5.80927,-5.80927,-5.80927,-1.42161,-1.88613,-2.08669
ENSMUSG00000042410, 5.45072, 5.50325, 5.42527, 5.64640, 5.70110, 5.74774, 5.72254, 5.60335, 5.48070, 5.58939, 5.51257, 5.57144
ENSMUSG00000028385,-0.33514,-0.15999, 0.25595,-0.51381,-0.61874,-0.97228, 0.26722,-0.31781,-0.18315,-1.81385,-3.02181,-1.31188
ENSMUSG00000045273, 3.90271, 3.92814, 3.59712, 3.02162, 2.98527, 2.62635, 3.30119, 3.39532, 3.23302, 3.44324, 3.39297, 2.44824
ENSMUSG00000120640,-3.21177,-3.84823,-3.80993,-3.02516,-2.72564,-3.06373,-2.99286,-1.39077,-2.23790,-2.22879,-1.33323,-2.72039
ENSMUSG00000087341,-1.47306,-1.33558,-0.81012,-0.44345,-0.94928,-0.79200,-1.15527,-0.80417,-0.73620,-0.05918,-0.18243,-0.06623
ENSMUSG00000028838, 2.98709, 2.69711, 2.36478, 1.09454, 1.10528, 0.93919, 2.45527, 2.05331, 1.71169, 2.61631, 2.40692, 2.14398
ENSMUSG00000047221, 4.07919, 3.90514, 3.14985, 3.66545, 3.68024, 3.58810, 4.05860, 3.89571, 3.59939, 3.58245, 3.56968, 3.19743
ENSMUSG00000027575, 4.80938, 4.77430, 3.98913, 5.16359, 5.04897, 5.10637, 4.62290, 4.79398, 4.91128, 4.81611, 4.95589, 4.64038
ENSMUSG00000087067,-4.21427,-3.84823,-4.22489,-2.83300,-2.31339,-3.28437,-3.18151,-4.75764,-4.66541,-2.22879,-2.42431,-1.31188
ENSMUSG00000038331,-0.66538,-0.27539,-1.64018,-4.24235,-1.90044,-2.17551,-0.46166,-1.71393,-0.96009,-0.81401,-1.41188,-4.28466
ENSMUSG00000024431, 4.23780, 4.30601, 4.92371, 4.53211, 4.54764, 4.59617, 4.56495, 5.02007, 4.82826, 4.26533, 4.22631, 4.90904
ENSMUSG00000032590, 5.25152, 5.28450, 5.02511, 5.63932, 5.63585, 5.81752, 5.37452, 4.96546, 5.16483, 5.28322, 5.36705, 5.39904
ENSMUSG00000005968, 1.67329, 1.82530, 1.37968, 1.53878, 1.55328, 1.18500, 1.86251, 1.03276, 1.46345, 1.09277, 0.53584, 0.45793
ENSMUSG00000027506, 5.43638, 5.59029, 6.62370, 4.90759, 4.93725, 5.45823, 6.17494, 5.62477, 6.13377, 4.68669, 4.62016, 5.77300
ENSMUSG00000046058, 3.89923, 3.98409, 3.42587, 3.22972, 3.13512, 3.06102, 3.71726, 4.42398, 4.04628, 3.48734, 3.39297, 3.13832
ENSMUSG00000106678,-2.09495,-3.26766,-4.22489,-3.24690,-2.31339,-3.28437,-2.00691,-2.72009,-3.59852,-3.22838,-3.29243,-4.28466
ENSMUSG00000031342,-0.98742,-0.85979,-0.64020, 2.19711, 2.08802, 2.44502, 0.17185,-0.71086,-0.68526, 1.70157, 1.42879, 1.16602
ENSMUSG00000009112, 5.16721, 5.17680, 5.52803, 5.29480, 5.24560, 5.27700, 5.27934, 4.90501, 4.91128, 5.41946, 5.41269, 5.21040
ENSMUSG00000056076, 7.35265, 7.22717, 6.64080, 7.61518, 7.60466, 7.52470, 7.24615, 6.67481, 6.89163, 7.24823, 7.28731, 6.60604
ENSMUSG00000076476,-0.01315, 0.02209, 0.64929, 1.79307, 1.75911, 2.16303, 0.58116,-0.90394, 0.16103, 0.59529, 0.61732, 1.51763
ENSMUSG00000074570, 0.66503, 1.24746,-0.16628,-1.83471,-0.99648,-1.55601, 0.50494, 0.78297, 0.67148, 0.94077, 1.31129, 1.24964
ENSMUSG00000017167,-1.40263,-1.00164,-1.28655,-2.37450,-1.99313,-2.17551,-1.76121,-2.72009,-2.76342,-1.56597,-1.88613,-1.64789
ENSMUSG00000000568, 7.91474, 7.75211, 6.80915, 8.02098, 7.91406, 7.84245, 7.78022, 7.59684, 7.44122, 7.40122, 7.33437, 7.01679
ENSMUSG00000103424,-1.98795,-3.04653,-3.22504,-3.82959,-3.30506,-5.80927,-3.96516,-2.01491,-3.26358,-1.81385,-2.59736,-1.50397
ENSMUSG00000044966,-0.40227,-0.21654,-2.22511, 0.11822,-0.17691,-0.52228,-0.37269,-1.39077,-1.64447, 0.06857,-0.08254,-0.57649
ENSMUSG00000039873, 1.15984, 0.99698, 2.09674,-1.58705,-2.31339,-1.55601,-0.40174, 0.22134, 1.29610, 0.59529, 0.53584, 0.80057
ENSMUSG00000020952, 5.26036, 5.30536, 5.52189, 5.41685, 5.49259, 5.50855, 5.33599, 5.06447, 4.88834, 5.31255, 5.36557, 5.04764
ENSMUSG00000025495, 4.04022, 4.04549, 4.51065, 3.88300, 3.73725, 3.76230, 3.89203, 3.82541, 3.97286, 4.31255, 4.33417, 4.73862
ENSMUSG00000045598, 3.97724, 4.26142, 4.99479, 4.42570, 4.52066, 4.35563, 4.61748, 4.62976, 4.52722, 3.95899, 3.82036, 4.56077
ENSMUSG00000048439, 2.98052, 2.79331, 1.66559, 3.61894, 3.55285, 3.28088, 2.63410, 2.64946, 2.30981, 3.83331, 3.72249, 2.72151
ENSMUSG00000001313, 0.80552, 0.82556, 0.64929,-1.58705,-4.85718,-2.29051, 0.09073, 0.04528, 1.16344,-0.52863,-0.36601, 0.12304
ENSMUSG00000099689,-0.84052,-0.18799, 1.55618,-0.40952,-0.23233,-0.17978, 0.21076, 0.14850, 0.16103,-1.17011,-0.82280, 0.72953
ENSMUSG00000103175,-2.79611,-2.85483,-3.48805,-3.24690,-3.56477,-3.06373,-2.41725,-2.13102,-2.09808,-3.22838,-3.29243,-3.56008
ENSMUSG00000101698, 2.36053, 2.46963, 3.74827, 2.45368, 2.11047, 1.71865, 2.49128, 0.48069, 1.72116, 1.76330, 2.61464, 1.79317
ENSMUSG00000027852, 7.29356, 7.21937, 7.08486, 7.06332, 7.11374, 7.09027, 7.23984, 7.50363, 7.51386, 7.00062, 6.97037, 6.80119
ENSMUSG00000111343,-2.09495,-2.15693,-4.80971,-2.13388,-2.31339,-1.12401,-3.39860,-3.73250,-4.66541,-2.00645,-1.77799,-3.56008
ENSMUSG00000073430, 1.29312, 0.83950,-0.45258, 1.93189, 1.86852, 1.68860, 0.66761, 1.67533, 0.97045, 1.32543, 1.56851, 1.93253
ENSMUSG00000031715, 7.69599, 7.64262, 7.84270, 6.94310, 6.93838, 7.05353, 7.42225, 7.76540, 7.56143, 7.23824, 7.20136, 7.02960
ENSMUSG00000022468, 2.97060, 2.89021, 3.64312, 1.55606, 1.94546, 2.89331, 3.30569, 4.35011, 5.33872, 2.87235, 2.78740, 4.86332
ENSMUSG00000029762, 2.58942, 2.85292, 3.19267, 2.57729, 2.75530, 2.19545, 2.98497, 3.24621, 3.12657, 2.69365, 2.85194, 2.48321
ENSMUSG00000116891,-1.47306,-3.04653,-4.80971,-0.62623,-1.25884,-1.62982,-1.76121,-1.62610,-2.39273,-1.42161,-0.77004,-2.19309
ENSMUSG00000035877, 1.98048, 2.25768, 1.63280, 1.91190, 2.03032, 1.93247, 2.28340, 1.72627, 1.73057, 1.38555, 1.79550, 1.11118
ENSMUSG00000078532, 1.29312, 1.17237, 0.47526, 0.29325,-0.17691, 0.36726, 1.64536, 0.94945, 1.74920, 2.50327, 2.80490, 1.45735
ENSMUSG00000058905,-0.12210, 0.13938, 0.04785,-1.31167,-0.38098,-0.70966,-0.69348,-0.25059, 0.10425, 0.25200, 0.12671, 0.12304
ENSMUSG00000039041, 5.92215, 5.91170, 5.42227, 6.43505, 6.28774, 6.10812, 5.74839, 5.43746, 5.34868, 6.03016, 6.11169, 5.45791
ENSMUSG00000026670, 4.73323, 4.89096, 5.01003, 4.58881, 4.66414, 4.90467, 4.92957, 4.21692, 4.60729, 4.26132, 4.32359, 4.34128
ENSMUSG00000105814,-0.06660,-0.33674, 0.29839,-0.16346,-0.41264,-0.75024,-0.49259, 0.46077, 0.48392, 0.41472, 0.91992, 0.07800
ENSMUSG00000027646,-1.98795,-2.27207,-3.48805,-1.58705,-2.43816,-2.41548,-2.67653,-1.54332,-2.39273,-0.49211,-0.14836,-3.30015
ENSMUSG00000037709,-0.23997,-0.15999, 1.12060,-2.83300,-2.43816,-0.87933, 0.22983,-0.00924, 0.69089,-4.22757,-2.59736,-1.14239
ENSMUSG00000054003, 2.39554, 1.98427, 2.66153, 3.10908, 2.96693, 3.27330, 1.74150, 1.54896, 2.11521, 4.28256, 4.19348, 4.34128
ENSMUSG00000057657,-1.79517,-1.53687,-0.48820,-2.02711,-0.61874,-2.55231,-2.54107,-0.90394,-1.22523,-0.45649,-1.67739,-1.09005
ENSMUSG00000035078, 4.15849, 4.00434, 3.99721, 4.07949, 4.13366, 4.16827, 4.57057, 4.35146, 4.40913, 3.68967, 3.75436, 3.58719
ENSMUSG00000001403, 7.16395, 7.14856, 6.65389, 6.30983, 6.31639, 5.99872, 6.82677, 7.25654, 6.85338, 6.44970, 6.38539, 6.42792
ENSMUSG00000020953, 3.36813, 3.08117, 2.35978, 1.22987, 1.22328, 2.08444, 3.47307, 3.57745, 4.15335, 1.42428, 1.62869, 1.03073
ENSMUSG00000027261,-3.79798,-3.04653,-3.48805, 0.37340, 0.32343,-0.12538,-1.48765,-3.13925,-2.39273,-0.14164,-0.32738,-3.30015
ENSMUSG00000026070, 4.23917, 4.38533, 4.06483, 3.38037, 3.32945, 3.76770, 4.70013, 4.76076, 3.67200, 4.27728, 4.37574, 4.87077
ENSMUSG00000108170,-2.21052,-3.84823,-3.48805,-3.24690,-2.72564,-2.55231,-3.65424,-4.75764,-3.26358,-1.17011,-1.33323,-3.07999
ENSMUSG00000006699, 8.46668, 8.45716, 8.49256, 8.97891, 9.02706, 9.07872, 8.69921, 8.46166, 8.45948, 8.77321, 8.75841, 8.81846
ENSMUSG00000028458, 5.24605, 5.34924, 4.74636, 5.51066, 5.42479, 5.34660, 5.05114, 4.79994, 4.99076, 5.19217, 5.26960, 5.08795
ENSMUSG00000032688, 6.41125, 6.48119, 7.81225, 6.00594, 5.93172, 6.21607, 5.95445, 5.87102, 6.21771, 5.88194, 5.70888, 6.79577
ENSMUSG00000066036, 5.75458, 5.81980, 5.86360, 6.46222, 6.50480, 6.50045, 6.28073, 5.65795, 5.50626, 5.86400, 5.84882, 5.50812
ENSMUSG00000078485, 2.82778, 2.61847, 1.84091, 1.85021, 2.01255, 1.00163, 2.25110, 3.20789, 2.41859, 2.09275, 2.34249, 2.14398
ENSMUSG00000034940, 5.00504, 5.00431, 5.25594, 5.23438, 5.29972, 5.50532, 5.26786, 5.05785, 4.96707, 4.96638, 4.89593, 5.03665
ENSMUSG00000046761, 1.46305, 1.53118,-0.08221, 1.82905, 2.18111, 1.98904, 1.35531, 0.90592, 0.36812, 1.18588, 1.92915, 0.93294
ENSMUSG00000068923, 3.70957, 3.84942, 4.07249, 2.63126, 2.51563, 2.14101, 4.59376, 5.68449, 4.71668, 2.39531, 2.41834, 3.53607
ENSMUSG00000042380, 3.72341, 3.64244, 3.11763, 4.46852, 4.33772, 4.34121, 3.68481, 3.42903, 3.43357, 4.25731, 4.35511, 3.95107
ENSMUSG00000019579, 6.16068, 6.03678, 5.61349, 5.98137, 5.90868, 5.76943, 5.40262, 5.85490, 5.90930, 6.32891, 6.39517, 6.01923
ENSMUSG00000029863, 4.37693, 4.45600, 4.97121, 4.63120, 4.80500, 4.92897, 5.02067, 4.14229, 4.02350, 4.39895, 4.17342, 4.57604
ENSMUSG00000001525, 9.46547, 9.60472,10.56547, 9.44068, 9.51977, 9.70467, 9.79491, 9.93454,10.17941, 9.08935, 9.06629,10.28170
ENSMUSG00000057396,-0.58519, 0.28904, 0.33961, 0.57329, 0.79468, 0.87393, 0.86348, 0.37823,-0.08086, 0.31519, 0.25953, 0.70011
ENSMUSG00000087113, 5.36184, 5.07300, 5.28525, 5.20935, 5.12123, 4.90712, 4.43542, 4.74747, 5.25968, 5.94198, 5.84724, 5.37014
ENSMUSG00000030983, 5.68604, 5.62540, 5.21291, 6.10022, 6.15703, 5.89110, 5.33819, 5.35218, 5.43611, 6.34319, 6.37810, 5.61446
ENSMUSG00000042272, 1.44407, 1.61458, 1.01004, 1.85021, 1.70112, 1.50250, 1.46399, 1.04619, 0.76602, 2.47126, 2.37799, 1.92619
ENSMUSG00000038900, 7.87896, 7.74125, 8.21905, 7.32833, 7.21222, 7.03946, 7.10014, 8.01725, 7.83920, 7.86565, 7.81933, 8.26193
ENSMUSG00000040537,-2.98902,-2.85483,-2.35064,-5.80927,-5.80927,-5.80927,-3.18151,-4.75764,-5.80927,-1.05909,-0.93449,-1.80777
ENSMUSG00000036054, 4.36688, 4.55221, 4.29707, 4.21889, 4.19140, 3.99342, 4.58175, 4.70682, 4.17247, 4.05621, 4.03942, 4.03890
ENSMUSG00000004929, 4.88171, 4.74960, 3.90924, 4.96530, 4.88775, 4.78640, 4.32670, 4.77596, 4.64759, 4.96228, 4.96759, 4.53392
ENSMUSG00000044807, 0.80552, 0.66269, 0.35979,-1.31167,-0.47812,-0.17978, 0.33923, 0.75053, 0.50601, 0.09281,-0.01960, 0.84157
ENSMUSG00000063714, 3.56769, 3.43095, 3.14985, 2.99653, 2.77300, 2.84304, 2.77058, 3.04353, 3.46492, 3.58886, 3.92006, 3.66350
ENSMUSG00000019194, 2.77178, 2.76439, 2.58217, 3.35345, 3.28327, 3.61031, 2.28796, 2.23432, 2.65931, 4.38797, 4.38013, 4.54637
ENSMUSG00000048922, 4.48652, 4.52875, 4.57679, 3.40918, 3.39493, 3.38526, 3.99314, 4.74438, 4.26603, 3.76328, 3.65415, 3.72688
ENSMUSG00000029407, 6.01271, 5.94229, 5.88986, 6.12286, 6.14349, 6.16037, 6.05343, 5.85871, 5.82780, 5.99722, 6.14556, 5.65384
ENSMUSG00000106870,-0.54670,-0.53820,-0.72266, 0.35378, 0.28448,-0.12538,-0.08663, 0.14850,-0.08086, 0.62884, 0.82021, 0.18807
ENSMUSG00000109378, 3.55668, 3.49398, 3.04783, 1.08267, 0.57014,-0.45366, 0.63937, 0.57635, 0.21566, 2.59948, 2.67297, 2.31386
ENSMUSG00000033880, 5.20152, 5.05221, 4.54740, 6.77645, 6.65887, 6.69130, 5.79355, 4.79497, 4.90402, 5.93236, 5.88526, 5.76858
ENSMUSG00000102964,-2.09495,-1.46661,-4.22489,-1.92771,-2.89418,-3.54495,-2.82604,-1.46503,-2.76342,-1.90694,-2.59736,-2.56943
ENSMUSG00000096953,-1.88834,-2.15693,-3.48805,-1.25032,-1.37879,-1.96982,-1.68781,-1.32015,-2.56620,-2.22879,-2.42431,-2.08669
ENSMUSG00000024847, 6.63804, 6.69458, 6.89635, 6.69033, 6.63511, 6.63012, 6.46552, 6.97957, 7.07639, 6.41526, 6.34597, 6.77233
ENSMUSG00000050931,-0.98742,-1.21547,-1.56218,-2.51176,-1.04527,-1.29359,-0.46166,-1.71393,-1.74522,-0.00672,-0.05073,-1.89488
ENSMUSG00000053914, 0.13626, 0.26859, 0.56490, 0.82206, 0.72365, 0.81951, 0.15199,-1.46503,-1.08658, 0.77085, 0.18131, 0.05494
ENSMUSG00000014496, 3.99528, 3.89850, 4.01640, 3.74858, 3.59922, 3.78200, 4.38846, 3.99426, 3.97286, 3.43851, 3.48539, 3.24405
ENSMUSG00000022822, 3.43456, 3.39366, 2.91095, 2.91183, 2.88140, 2.54484, 3.58096, 3.21979, 2.82220, 2.54780, 2.18439, 1.53440
ENSMUSG00000039308, 3.32208, 3.31855, 3.30359, 2.69503, 3.00637, 2.76600, 3.60124, 3.05686, 3.07579, 2.33052, 2.10186, 2.55482
ENSMUSG00000032494,-3.79798,-3.52894,-2.64013,-4.82278,-3.88174,-3.86321,-3.39860,-2.01491,-3.26358,-1.00663,-2.79403,-2.08669
ENSMUSG00000024963, 3.64245, 3.63847, 3.78604, 3.98857, 4.06204, 3.86496, 3.44886, 4.11068, 4.15510, 4.42066, 4.47197, 4.90502
ENSMUSG00000020898, 4.16720, 4.33581, 4.86493, 3.85011, 4.14729, 4.30081, 4.70525, 3.90863, 4.18962, 3.77643, 3.61502, 4.49804
ENSMUSG00000029913, 2.15990, 2.16112, 2.06022, 0.02203,-0.35000,-0.87933, 1.29322, 1.36830, 1.50790, 1.86534, 1.60891, 1.07725
ENSMUSG00000078247, 1.61507, 1.71625, 1.66559, 2.37312, 2.03620, 2.08444, 0.98068, 0.90592, 0.93833, 2.02507, 2.10892, 1.95761
ENSMUSG00000026946, 3.99854, 3.82861, 3.83371, 5.54729, 5.15334, 5.29019, 4.31670, 4.12973, 4.07242, 4.78576, 4.57880, 4.68800
ENSMUSG00000104204,-0.58519,-1.46661,-3.22504,-2.37450,-2.43816,-3.28437,-1.68781,-2.39570,-3.59852,-1.00663,-1.77799,-2.56943
ENSMUSG00000000303, 4.32599, 4.37101, 5.72658, 7.47291, 7.56838, 7.79597, 4.66991, 4.34333, 5.10549, 5.67167, 5.76694, 6.09006
ENSMUSG00000025792, 3.21416, 3.30355, 1.97121, 2.89156, 2.65196, 2.59834, 2.52254, 2.67129, 2.80448, 3.05622, 2.95740, 2.23399
ENSMUSG00000024544, 2.54111, 2.76804, 4.13968,-1.19147,-1.09578,-1.17835, 0.19143, 1.26871, 2.51431, 1.33562, 1.20987, 1.50917
ENSMUSG00000067873, 5.24742, 5.24905, 5.03769, 5.22091, 5.29789, 5.32296, 5.17067, 5.43619, 5.21429, 5.07839, 5.01064, 5.00917
ENSMUSG00000074826,-0.43705,-0.36842,-0.95214,-0.22115,-0.23233,-0.23631,-0.65799,-0.12487,-0.45451,-0.56610,-0.28975,-0.34418
ENSMUSG00000020698,-1.27132,-1.05220,-1.81009,-2.13388,-3.30506,-2.70350,-2.67653,-1.90745,-1.02195,-1.35450,-1.77799,-1.03954
ENSMUSG00000114968,-4.80173,-3.04653,-5.80927,-1.37575,-0.94928,-1.23482,-2.19754,-3.13925,-2.39273,-2.64369,-2.59736,-4.85430
ENSMUSG00000085779,-3.21177,-3.52894,-1.35068,-5.80927,-3.56477,-3.28437,-5.80927,-3.40560,-3.59852,-2.64369,-1.58335, 0.54325
ENSMUSG00000074305, 3.32468, 3.47178, 4.40174, 5.07198, 5.13224, 4.96232, 4.35953, 4.08651, 4.01389, 3.79687, 3.78774, 4.17211
ENSMUSG00000032342, 3.38813, 3.54589, 3.43064, 3.39724, 3.45756, 3.50217, 3.41802, 3.34459, 3.63239, 3.47125, 3.36965, 3.38246
ENSMUSG00000040414, 4.93027, 4.90262, 4.72610, 4.38035, 4.29180, 3.81019, 4.45175, 4.86390, 4.26764, 4.57063, 4.49101, 4.67577
ENSMUSG00000056820, 4.96315, 4.94351, 4.60136, 5.50065, 5.50429, 5.46101, 5.30204, 4.95125, 4.99857, 4.98836, 4.88054, 4.75571
ENSMUSG00000029454, 5.32923, 5.40360, 5.12870, 5.13657, 5.14996, 5.10991, 5.09079, 5.38095, 5.19063, 5.20821, 5.14721, 4.99182
ENSMUSG00000059479,-2.33616,-2.05031,-2.81004,-3.02516,-3.56477,-2.70350,-2.99286,-1.62610,-1.97063,-3.81294,-4.68440,-2.19309
